Operation, Opt_ID, Threads, Queue Depth, Device Queue Depth, KIOPS , Bandwidth(MiBs), cpu_core_index, usr, nice, sys, iowait, irq, soft, steal, guest, gnice, cpu_usages
Random 4KB Write,randomwriteq2t32,32,2,64,170.01234,680.1,43,0.01,0.0,13.8,0.0,2.5,0.0,0.0,0.0,0.0,16.310000000000002
Random 4KB Write,randomwriteq2t32,32,2,64,170.01234,680.1,44,0.01,0.0,11.77,0.0,1.88,0.0,0.0,0.0,0.0,13.66
Random 4KB Write,randomwriteq2t32,32,2,64,170.01234,680.1,45,0.01,0.0,10.13,0.0,1.63,0.0,0.0,0.0,0.0,11.77
Random 4KB Write,randomwriteq2t32,32,2,64,170.01234,680.1,46,0.01,0.0,11.31,0.0,1.9,0.01,0.0,0.0,0.0,13.23
Random 4KB Write,randomwriteq2t32,32,2,64,170.01234,680.1,47,0.01,0.0,11.04,0.0,1.81,0.0,0.0,0.0,0.0,12.86
Random 4KB Write,randomwriteq2t32,32,2,64,170.01234,680.1,48,0.01,0.0,16.76,0.0,2.81,0.01,0.0,0.01,0.0,19.600000000000005
Random 4KB Write,randomwriteq2t32,32,2,64,170.01234,680.1,49,0.03,0.0,12.48,0.0,1.91,0.01,0.0,0.0,0.0,14.43
Random 4KB Write,randomwriteq2t32,32,2,64,170.01234,680.1,50,0.02,0.0,12.57,0.0,1.92,0.01,0.0,0.01,0.0,14.53
Random 4KB Write,randomwriteq2t32,32,2,64,170.01234,680.1,51,0.02,0.0,12.16,0.0,1.85,0.01,0.0,0.0,0.0,14.04
Random 4KB Write,randomwriteq2t32,32,2,64,170.01234,680.1,52,0.03,0.0,16.07,0.0,2.62,0.01,0.0,0.01,0.0,18.740000000000006
Random 4KB Write,randomwriteq2t32,32,2,64,170.01234,680.1,53,0.03,0.0,12.36,0.0,1.88,0.0,0.0,0.0,0.0,14.27
Random 4KB Write,randomwriteq2t32,32,2,64,170.01234,680.1,54,0.02,0.0,13.25,0.0,2.08,0.01,0.0,0.01,0.0,15.37
Random 4KB Write,randomwriteq2t32,32,2,64,170.01234,680.1,55,0.02,0.0,11.92,0.0,1.86,0.01,0.0,0.0,0.0,13.809999999999999
Random 4KB Write,randomwriteq2t32,32,2,64,170.01234,680.1,56,0.01,0.0,16.25,0.0,2.68,0.01,0.0,0.02,0.0,18.970000000000002
Random 4KB Write,randomwriteq2t32,32,2,64,170.01234,680.1,57,0.03,0.0,13.09,0.0,2.06,0.01,0.0,0.0,0.0,15.19
Random 4KB Write,randomwriteq2t32,32,2,64,170.01234,680.1,58,0.19,0.0,13.7,0.0,2.12,0.01,0.0,0.02,0.0,16.04
Random 4KB Write,randomwriteq2t32,32,2,64,170.01234,680.1,59,0.02,0.0,13.39,0.0,2.1,0.01,0.0,0.0,0.0,15.52
Random 4KB Write,randomwriteq2t32,32,2,64,170.01234,680.1,60,0.02,0.0,15.5,0.0,2.52,0.01,0.0,0.0,0.0,18.05
Random 4KB Write,randomwriteq2t32,32,2,64,170.01234,680.1,61,0.02,0.0,15.6,0.0,2.63,0.0,0.0,0.0,0.0,18.25
Random 4KB Write,randomwriteq2t32,32,2,64,170.01234,680.1,62,0.02,0.0,13.81,0.0,2.24,0.0,0.0,0.0,0.0,16.07
Random 4KB Write,randomwriteq2t32,32,2,64,170.01234,680.1,63,0.02,0.0,16.75,0.0,2.88,0.01,0.0,0.0,0.0,19.66
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,0,0.1,0.0,88.44,0.0,1.45,0.2,0.0,0.0,0.0,90.19
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,1,0.09,0.0,87.97,0.0,1.37,0.16,0.0,0.0,0.0,89.59
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,2,0.11,0.0,88.22,0.0,1.4,0.14,0.0,0.0,0.0,89.87
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,3,0.1,0.0,88.18,0.0,1.39,0.11,0.0,0.0,0.0,89.78
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,4,0.12,0.0,88.04,0.0,1.41,0.12,0.0,0.0,0.0,89.69000000000001
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,5,0.12,0.0,87.66,0.0,1.41,0.11,0.0,0.0,0.0,89.3
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,6,0.1,0.0,87.57,0.0,1.41,0.09,0.0,0.0,0.0,89.16999999999999
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,7,0.11,0.0,87.44,0.0,1.42,0.08,0.0,0.0,0.0,89.05
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,8,0.08,0.0,89.33,0.0,1.4,0.07,0.0,0.0,0.0,90.88
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,9,0.09,0.0,88.77,0.0,1.39,0.07,0.0,0.0,0.0,90.32
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,10,0.08,0.0,88.77,0.0,1.39,0.05,0.0,0.0,0.0,90.28999999999999
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,11,0.08,0.0,88.67,0.0,1.39,0.05,0.0,0.0,0.0,90.19
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,12,0.1,0.0,88.92,0.0,1.41,0.05,0.0,0.0,0.0,90.47999999999999
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,13,0.08,0.0,88.62,0.0,1.4,0.05,0.0,0.0,0.0,90.15
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,14,0.09,0.0,88.69,0.0,1.39,0.05,0.0,0.0,0.0,90.22
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,15,0.11,0.0,88.54,0.0,1.4,0.04,0.0,0.0,0.0,90.09000000000002
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,16,0.11,0.0,89.42,0.0,1.32,0.06,0.0,0.0,0.0,90.91
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,17,0.1,0.0,88.82,0.0,1.31,0.04,0.0,0.02,0.0,90.28999999999999
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,18,0.1,0.0,88.76,0.0,1.31,0.04,0.0,0.01,0.0,90.22000000000001
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,19,0.09,0.0,88.76,0.0,1.31,0.03,0.0,0.01,0.0,90.20000000000002
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,20,0.12,0.0,88.75,0.0,1.31,0.04,0.0,0.02,0.0,90.24000000000001
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,21,0.1,0.0,88.36,0.0,1.31,0.03,0.0,0.04,0.0,89.84
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,22,0.1,0.0,88.63,0.0,1.32,0.03,0.0,0.08,0.0,90.15999999999998
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,23,0.11,0.0,88.34,0.0,1.32,0.02,0.0,0.02,0.0,89.80999999999999
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,24,0.29,0.0,89.23,0.0,1.32,0.02,0.0,0.01,0.0,90.87
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,25,0.09,0.0,88.67,0.0,1.3,0.02,0.0,0.01,0.0,90.09
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,26,0.11,0.0,88.32,0.0,1.31,0.02,0.0,0.03,0.0,89.78999999999999
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,27,0.09,0.0,88.11,0.0,1.3,0.02,0.0,0.01,0.0,89.53
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,28,0.09,0.0,88.72,0.0,1.32,0.02,0.0,0.01,0.0,90.16
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,29,0.08,0.0,88.67,0.0,1.31,0.02,0.0,0.0,0.0,90.08
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,30,0.1,0.0,88.6,0.0,1.31,0.01,0.0,0.0,0.0,90.02
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,31,0.1,0.0,88.62,0.0,1.32,0.01,0.0,0.0,0.0,90.05
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,32,0.1,0.0,87.86,0.0,1.38,0.02,0.0,0.0,0.0,89.35999999999999
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,33,0.1,0.0,87.68,0.0,1.37,0.02,0.0,0.01,0.0,89.18
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,34,0.11,0.0,87.43,0.0,1.37,0.01,0.0,0.0,0.0,88.92000000000002
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,35,0.09,0.0,87.61,0.0,1.39,0.02,0.0,0.0,0.0,89.11
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,36,0.09,0.0,87.5,0.0,1.4,0.01,0.0,0.0,0.0,89.00000000000001
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,37,0.1,0.0,87.18,0.0,1.4,0.02,0.0,0.0,0.0,88.7
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,38,0.1,0.0,87.21,0.0,1.41,0.02,0.0,0.0,0.0,88.73999999999998
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,39,0.12,0.0,86.89,0.0,1.4,0.02,0.0,0.0,0.0,88.43
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,40,0.09,0.0,88.41,0.0,1.38,0.01,0.0,0.0,0.0,89.89
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,41,0.1,0.0,88.36,0.0,1.39,0.02,0.0,0.0,0.0,89.86999999999999
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,42,0.09,0.0,88.28,0.0,1.38,0.01,0.0,0.0,0.0,89.76
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,43,0.08,0.0,88.03,0.0,1.38,0.01,0.0,0.0,0.0,89.5
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,44,0.09,0.0,88.22,0.0,1.39,0.01,0.0,0.0,0.0,89.71000000000001
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,45,0.09,0.0,87.95,0.0,1.38,0.01,0.0,0.0,0.0,89.43
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,46,0.1,0.0,88.23,0.0,1.38,0.01,0.0,0.0,0.0,89.72
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,47,0.1,0.0,88.16,0.0,1.38,0.01,0.0,0.0,0.0,89.64999999999999
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,48,0.09,0.0,88.6,0.0,1.31,0.01,0.0,0.0,0.0,90.01
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,49,0.08,0.0,88.49,0.0,1.31,0.01,0.0,0.03,0.0,89.92
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,50,0.1,0.0,88.69,0.0,1.3,0.02,0.0,0.01,0.0,90.11999999999999
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,51,0.09,0.0,88.31,0.0,1.3,0.01,0.0,0.0,0.0,89.71000000000001
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,52,0.09,0.0,88.54,0.0,1.3,0.01,0.0,0.01,0.0,89.95000000000002
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,53,0.09,0.0,87.6,0.0,1.29,0.01,0.0,0.01,0.0,89.00000000000001
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,54,0.11,0.0,88.2,0.0,1.31,0.02,0.0,0.11,0.0,89.75
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,55,0.09,0.0,88.07,0.0,1.3,0.01,0.0,0.04,0.0,89.51
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,56,0.1,0.0,87.98,0.0,1.29,0.02,0.0,0.01,0.0,89.4
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,57,0.08,0.0,88.1,0.0,1.29,0.01,0.0,0.02,0.0,89.5
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,58,0.09,0.0,88.04,0.0,1.29,0.01,0.0,0.0,0.0,89.43000000000002
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,59,0.09,0.0,88.08,0.0,1.3,0.01,0.0,0.01,0.0,89.49000000000001
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,60,0.09,0.0,88.12,0.0,1.3,0.01,0.0,0.0,0.0,89.52000000000001
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,61,0.11,0.0,87.91,0.0,1.3,0.01,0.0,0.0,0.0,89.33
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,62,0.09,0.0,88.1,0.0,1.31,0.01,0.0,0.0,0.0,89.51
Random 4KB Write,randomwriteq2t64,64,2,128,8.16223,1024.6,63,0.1,0.0,88.35,0.0,1.31,0.01,0.0,0.0,0.0,89.77
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,0,2.39,0.0,15.86,0.0,0.53,0.34,0.0,0.0,0.0,19.12
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,1,0.01,0.0,18.78,0.0,4.96,0.11,0.0,0.01,0.0,23.870000000000005
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,2,0.01,0.0,0.01,0.0,0.01,0.16,0.0,0.1,0.0,0.29000000000000004
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,3,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.04
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,4,0.01,0.0,0.34,0.0,0.13,0.0,0.0,0.0,0.0,0.48000000000000004
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,5,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.02
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,6,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,7,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,8,0.01,0.0,1.04,0.0,0.31,0.0,0.0,0.0,0.0,1.36
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,9,0.0,0.0,7.66,0.0,1.87,0.01,0.0,0.0,0.0,9.540000000000001
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,10,0.01,0.0,3.17,0.0,1.07,0.0,0.0,0.0,0.0,4.25
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,11,0.01,0.0,0.37,0.0,0.13,0.0,0.0,0.0,0.0,0.51
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,14,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,16,0.02,0.0,9.08,0.0,1.42,0.01,0.0,0.01,0.0,10.54
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,17,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,18,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,19,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,20,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,21,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,22,0.03,0.0,0.05,0.0,0.03,0.01,0.0,0.0,0.0,0.12
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,23,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,24,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,25,0.03,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.05
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,26,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.04
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,27,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,28,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.04
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,29,0.03,0.0,0.01,0.0,0.01,0.0,0.0,0.04,0.0,0.09
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,30,0.02,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.0,0.05
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,31,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.04,0.0,0.07
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,32,0.01,0.0,0.0,0.0,0.01,0.01,0.0,0.01,0.0,0.04
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,34,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,35,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,36,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,37,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,38,0.01,0.0,4.22,0.0,1.12,0.01,0.0,0.0,0.0,5.359999999999999
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,39,0.01,0.0,5.06,0.0,1.42,0.01,0.0,0.0,0.0,6.499999999999999
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,40,0.01,0.0,0.29,0.0,0.11,0.01,0.0,0.0,0.0,0.42
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,41,0.0,0.0,0.48,0.0,0.18,0.0,0.0,0.0,0.0,0.6599999999999999
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,42,0.01,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.04
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,43,0.02,0.0,0.07,0.0,0.02,0.01,0.0,0.0,0.0,0.12000000000000001
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,44,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,45,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,47,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.02
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,48,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,49,0.01,0.0,0.08,0.0,0.02,0.0,0.0,0.0,0.0,0.11
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,50,0.02,0.0,0.01,0.0,0.04,0.01,0.0,0.01,0.0,0.09
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,51,0.02,0.0,7.96,0.0,1.21,0.0,0.0,0.0,0.0,9.19
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,52,0.03,0.0,0.0,0.0,0.05,0.01,0.0,0.0,0.0,0.09
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,53,0.19,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.44
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,54,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.02
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,55,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,56,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,57,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,58,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,59,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,60,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,61,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.05
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,62,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.04,0.0,0.07
Random 4KB Write,randomwriteq4t1,1,4,4,27.91403,111.7,63,0.02,0.0,0.08,0.0,0.01,0.0,0.0,0.04,0.0,0.15
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,0,3.58,0.0,15.88,0.0,0.63,0.39,0.0,0.0,0.0,20.48
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,1,3.48,0.0,15.81,0.0,0.61,0.05,0.0,0.0,0.0,19.95
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,2,0.01,0.0,0.02,0.0,0.02,0.34,0.0,0.0,0.0,0.39
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,4,0.01,0.0,0.29,0.0,0.06,0.0,0.0,0.0,0.0,0.36
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,5,0.01,0.0,0.16,0.0,0.06,0.0,0.0,0.0,0.0,0.23
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,6,0.01,0.0,0.22,0.0,0.06,0.0,0.0,0.0,0.0,0.29000000000000004
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,7,0.02,0.0,0.09,0.0,0.02,0.01,0.0,0.0,0.0,0.14
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,8,0.01,0.0,3.86,0.0,0.95,0.01,0.0,0.0,0.0,4.829999999999999
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,9,0.01,0.0,1.31,0.0,0.31,0.0,0.0,0.0,0.0,1.6300000000000001
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,10,0.01,0.0,1.72,0.0,0.37,0.0,0.0,0.0,0.0,2.1
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,11,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,13,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,14,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,15,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,16,0.02,0.0,22.51,0.0,3.31,0.02,0.0,0.0,0.0,25.86
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,17,0.02,0.0,6.34,0.0,0.92,0.01,0.0,0.0,0.0,7.289999999999999
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,18,0.02,0.0,29.8,0.0,4.35,0.02,0.0,0.0,0.0,34.190000000000005
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,19,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,20,0.03,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.04
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,21,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,22,0.03,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.09
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,23,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.03
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,24,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.05
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,25,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,26,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,27,0.2,0.0,0.26,0.0,0.01,0.0,0.0,0.0,0.0,0.47000000000000003
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,28,0.03,0.0,0.04,0.0,0.0,0.0,0.0,0.03,0.0,0.1
Random 4KB Write,randomwriteq4t2,2,4,8,38.58309,154.3,29,0.03,0.0,0.0,0.0,0.01,0.0,0.0,0.06,0.0,0.1
