Operation, Opt_ID, Threads, Queue Depth, Device Queue Depth, KIOPS , Bandwidth(MiBs), cpu_core_index, usr, nice, sys, iowait, irq, soft, steal, guest, gnice, cpu_usages
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,30,0.66,0.0,97.62,0.0,0.6,0.02,0.0,0.25,0.0,99.14999999999999
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,31,0.66,0.0,97.88,0.0,0.56,0.02,0.0,0.01,0.0,99.13
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,32,0.01,0.0,91.48,0.0,1.8,0.08,0.0,0.0,0.0,93.37
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,33,0.01,0.0,91.15,0.0,1.79,0.04,0.0,0.0,0.0,92.99000000000002
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,34,0.02,0.0,90.97,0.0,1.78,0.04,0.0,0.0,0.0,92.81
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,35,0.01,0.0,91.7,0.0,1.82,0.04,0.0,0.0,0.0,93.57000000000001
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,36,0.02,0.0,92.14,0.0,1.92,0.04,0.0,0.0,0.0,94.12
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,37,0.01,0.0,91.69,0.0,1.86,0.03,0.0,0.0,0.0,93.59
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,38,0.01,0.0,91.64,0.0,1.84,0.03,0.0,0.0,0.0,93.52000000000001
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,39,0.02,0.0,91.38,0.0,1.85,0.02,0.0,0.0,0.0,93.26999999999998
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,40,0.02,0.0,92.0,0.0,1.88,0.03,0.0,0.0,0.0,93.92999999999999
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,41,0.01,0.0,91.51,0.0,1.82,0.02,0.0,0.0,0.0,93.36
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,42,0.02,0.0,91.29,0.0,1.81,0.02,0.0,0.0,0.0,93.14
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,43,0.01,0.0,91.47,0.0,1.83,0.03,0.0,0.0,0.0,93.34
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,44,0.02,0.0,92.11,0.0,1.86,0.02,0.0,0.0,0.0,94.00999999999999
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,45,0.01,0.0,91.7,0.0,1.81,0.02,0.0,0.0,0.0,93.54
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,46,0.02,0.0,91.47,0.0,1.79,0.02,0.0,0.0,0.0,93.3
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,47,0.01,0.0,91.16,0.0,1.79,0.02,0.0,0.0,0.0,92.98
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,48,0.01,0.0,92.13,0.0,1.76,0.02,0.0,0.0,0.0,93.92
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,49,0.01,0.0,92.07,0.0,1.75,0.02,0.0,0.0,0.0,93.85
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,50,0.02,0.0,91.96,0.0,1.76,0.02,0.0,0.0,0.0,93.75999999999999
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,51,0.01,0.0,91.92,0.0,1.76,0.02,0.0,0.01,0.0,93.72000000000001
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,52,0.02,0.0,94.7,0.0,3.93,0.01,0.0,0.0,0.0,98.66000000000001
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,53,0.01,0.0,92.1,0.0,1.69,0.02,0.0,0.01,0.0,93.83
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,54,0.02,0.0,91.55,0.01,1.67,0.02,0.0,0.0,0.0,93.27
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,55,0.01,0.0,91.95,0.0,1.83,0.01,0.0,0.01,0.0,93.81000000000002
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,56,0.02,0.0,91.72,0.0,1.75,0.01,0.0,0.0,0.0,93.5
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,57,0.01,0.0,91.94,0.0,1.75,0.01,0.0,0.02,0.0,93.73
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,58,0.02,0.0,91.84,0.0,1.75,0.01,0.0,0.01,0.0,93.63000000000001
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,59,0.02,0.0,91.56,0.0,1.77,0.01,0.0,0.29,0.0,93.65
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,60,0.02,0.0,91.96,0.0,1.73,0.02,0.0,0.01,0.0,93.74
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,61,0.01,0.0,91.58,0.0,1.73,0.01,0.0,0.01,0.0,93.34000000000002
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,62,0.01,0.0,92.13,0.0,1.75,0.01,0.0,0.0,0.0,93.9
Random 4KB Write,randomwriteq16t32,32,16,512,107.47831,430.0,63,0.01,0.0,91.64,0.0,1.75,0.01,0.0,0.0,0.0,93.41000000000001
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,0,0.88,0.0,95.73,0.0,1.4,0.09,0.0,0.01,0.0,98.11000000000001
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,1,0.87,0.0,95.73,0.0,1.32,0.05,0.0,0.01,0.0,97.98
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,2,0.94,0.0,95.67,0.0,1.3,0.05,0.0,0.01,0.0,97.97
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,3,0.94,0.0,95.64,0.0,1.31,0.03,0.0,0.01,0.0,97.93
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,4,0.8,0.0,95.78,0.0,1.41,0.03,0.0,0.0,0.0,98.02
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,5,0.8,0.0,95.79,0.0,1.39,0.03,0.0,0.0,0.0,98.01
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,6,0.84,0.0,95.71,0.0,1.37,0.02,0.0,0.0,0.0,97.94
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,7,0.85,0.0,95.71,0.0,1.37,0.01,0.0,0.0,0.0,97.94
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,8,0.8,0.0,95.79,0.0,1.43,0.02,0.0,0.0,0.0,98.04
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,9,0.78,0.0,95.8,0.0,1.43,0.01,0.0,0.0,0.0,98.02000000000001
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,10,0.76,0.0,95.88,0.0,1.41,0.02,0.0,0.0,0.0,98.07
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,11,0.77,0.0,95.81,0.0,1.41,0.01,0.0,0.0,0.0,98.0
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,12,0.84,0.0,95.71,0.0,1.46,0.01,0.0,0.0,0.0,98.02
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,13,0.83,0.0,95.68,0.0,1.42,0.01,0.0,0.0,0.0,97.94000000000001
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,14,0.84,0.0,95.68,0.0,1.4,0.01,0.0,0.0,0.0,97.93000000000002
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,15,0.87,0.0,95.6,0.0,1.41,0.01,0.0,0.0,0.0,97.89
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,16,0.77,0.0,96.02,0.0,1.34,0.03,0.0,0.02,0.0,98.17999999999999
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,17,0.88,0.0,95.73,0.0,1.24,0.02,0.0,0.17,0.0,98.03999999999999
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,18,1.12,0.0,96.0,0.0,1.28,0.01,0.0,0.03,0.0,98.44000000000001
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,19,0.95,0.0,95.76,0.0,1.24,0.01,0.0,0.01,0.0,97.97000000000001
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,20,0.82,0.0,95.98,0.0,1.36,0.02,0.0,0.0,0.0,98.17999999999999
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,21,0.8,0.0,95.98,0.0,1.34,0.01,0.0,0.0,0.0,98.13000000000001
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,22,0.89,0.0,95.93,0.0,1.3,0.01,0.0,0.0,0.0,98.13000000000001
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,23,0.9,0.0,95.95,0.0,1.29,0.01,0.0,0.0,0.0,98.15000000000002
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,24,0.87,0.0,95.9,0.0,1.31,0.01,0.0,0.0,0.0,98.09000000000002
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,25,0.91,0.0,95.84,0.0,1.31,0.01,0.0,0.0,0.0,98.07000000000001
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,26,0.92,0.0,95.91,0.0,1.24,0.01,0.0,0.0,0.0,98.08
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,27,0.96,0.0,95.78,0.0,1.28,0.01,0.0,0.0,0.0,98.03
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,28,0.79,0.0,95.98,0.0,1.31,0.02,0.0,0.0,0.0,98.10000000000001
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,29,0.84,0.0,95.91,0.0,1.27,0.01,0.0,0.0,0.0,98.03
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,30,0.84,0.0,95.85,0.0,1.26,0.01,0.0,0.0,0.0,97.96000000000001
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,31,0.8,0.0,95.97,0.0,1.25,0.01,0.0,0.0,0.0,98.03
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,32,0.88,0.0,95.73,0.0,1.29,0.01,0.0,0.0,0.0,97.91000000000001
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,33,0.93,0.0,95.61,0.0,1.31,0.02,0.0,0.0,0.0,97.87
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,34,0.94,0.0,95.57,0.0,1.24,0.01,0.0,0.11,0.0,97.86999999999999
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,35,0.79,0.0,95.78,0.0,1.29,0.01,0.0,0.0,0.0,97.87000000000002
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,36,0.87,0.0,95.61,0.0,1.32,0.01,0.0,0.0,0.0,97.81
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,37,0.83,0.0,95.69,0.0,1.31,0.01,0.0,0.0,0.0,97.84
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,38,0.86,0.0,95.77,0.0,1.3,0.01,0.0,0.0,0.0,97.94
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,39,0.87,0.0,95.65,0.0,1.3,0.01,0.0,0.0,0.0,97.83000000000001
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,40,0.79,0.0,95.74,0.0,1.34,0.01,0.0,0.0,0.0,97.88000000000001
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,41,0.8,0.0,95.8,0.0,1.41,0.01,0.0,0.0,0.0,98.02
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,42,0.79,0.0,95.76,0.0,1.36,0.01,0.0,0.0,0.0,97.92000000000002
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,43,0.78,0.0,95.76,0.0,1.37,0.01,0.0,0.0,0.0,97.92000000000002
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,44,0.86,0.0,95.62,0.0,1.36,0.01,0.0,0.0,0.0,97.85000000000001
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,45,0.89,0.0,95.6,0.0,1.34,0.01,0.0,0.0,0.0,97.84
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,46,0.9,0.0,95.55,0.0,1.31,0.02,0.0,0.0,0.0,97.78
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,47,0.9,0.0,95.58,0.0,1.27,0.01,0.0,0.0,0.0,97.76
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,48,0.88,0.0,95.73,0.0,1.26,0.01,0.0,0.09,0.0,97.97000000000001
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,49,0.93,0.0,95.52,0.0,1.24,0.01,0.0,0.22,0.0,97.92
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,50,0.9,0.0,95.8,0.0,1.23,0.02,0.0,0.0,0.0,97.95
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,51,0.91,0.0,95.78,0.0,1.25,0.01,0.0,0.0,0.0,97.95
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,52,0.87,0.0,95.89,0.0,1.28,0.01,0.0,0.0,0.0,98.05000000000001
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,53,0.84,0.0,95.88,0.0,1.29,0.01,0.0,0.0,0.0,98.02000000000001
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,54,0.93,0.0,95.81,0.0,1.26,0.02,0.0,0.0,0.0,98.02000000000001
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,55,0.94,0.0,95.86,0.0,1.22,0.01,0.0,0.0,0.0,98.03
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,56,0.9,0.0,95.81,0.0,1.25,0.01,0.0,0.0,0.0,97.97000000000001
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,57,0.89,0.0,95.81,0.0,1.27,0.01,0.0,0.0,0.0,97.98
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,58,0.95,0.0,95.8,0.0,1.23,0.01,0.0,0.0,0.0,97.99000000000001
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,59,0.88,0.0,95.87,0.0,1.26,0.01,0.0,0.0,0.0,98.02000000000001
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,60,0.82,0.0,95.88,0.0,1.23,0.01,0.0,0.0,0.0,97.94
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,61,0.85,0.0,95.89,0.0,1.26,0.0,0.0,0.0,0.0,98.0
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,62,0.81,0.0,95.88,0.0,1.26,0.01,0.0,0.01,0.0,97.97000000000001
Random 4KB Write,randomwriteq16t64,64,16,1024,163.35671,653.5,63,0.83,0.0,95.88,0.0,1.24,0.01,0.0,0.0,0.0,97.96
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,0,10.64,0.0,63.41,0.0,0.72,0.29,0.0,0.0,0.0,75.06
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,1,0.0,0.0,3.03,0.0,0.62,0.99,0.0,0.01,0.0,4.6499999999999995
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,2,0.01,0.0,3.35,0.0,0.68,0.04,0.0,0.0,0.0,4.08
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,3,0.01,0.0,3.11,0.0,0.62,0.01,0.0,0.0,0.0,3.7499999999999996
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,4,0.01,0.0,1.36,0.0,0.28,0.0,0.0,0.0,0.0,1.6500000000000001
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,5,0.0,0.0,3.96,0.0,0.81,0.01,0.0,0.0,0.0,4.779999999999999
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,6,0.01,0.0,3.08,0.0,0.62,0.01,0.0,0.0,0.0,3.7199999999999998
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,7,0.01,0.0,2.48,0.0,0.56,0.0,0.0,0.0,0.0,3.05
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,8,0.01,0.0,2.76,0.0,0.55,0.01,0.0,0.0,0.0,3.329999999999999
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,9,0.01,0.0,2.39,0.0,0.49,0.01,0.0,0.0,0.0,2.8999999999999995
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,10,0.0,0.0,4.24,0.0,0.83,0.01,0.0,0.0,0.0,5.08
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,11,0.01,0.0,4.5,0.0,0.9,0.0,0.0,0.0,0.0,5.41
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,12,0.01,0.0,5.54,0.0,1.1,0.0,0.0,0.0,0.0,6.65
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,13,0.0,0.0,5.69,0.0,1.17,0.01,0.0,0.0,0.0,6.87
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,14,0.0,0.0,4.57,0.0,0.98,0.01,0.0,0.0,0.0,5.5600000000000005
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,15,0.0,0.0,3.25,0.0,0.66,0.0,0.0,0.0,0.0,3.91
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,16,0.01,0.0,9.86,0.0,1.97,0.01,0.0,0.0,0.0,11.85
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,17,0.02,0.0,1.36,0.0,0.28,0.0,0.0,0.0,0.0,1.6600000000000001
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,18,0.02,0.0,2.43,0.01,0.48,0.0,0.0,0.0,0.0,2.94
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,19,0.02,0.0,0.48,0.0,0.16,0.0,0.0,0.01,0.0,0.67
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,20,0.02,0.0,6.48,0.0,1.22,0.01,0.0,0.02,0.0,7.749999999999999
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,21,0.19,0.0,9.64,0.0,1.8,0.0,0.0,0.05,0.0,11.680000000000001
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,22,0.02,0.0,5.84,0.0,1.13,0.0,0.0,0.02,0.0,7.009999999999999
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,23,0.02,0.0,2.73,0.0,0.52,0.0,0.0,0.05,0.0,3.32
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,24,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.06
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,25,0.02,0.0,0.31,0.0,0.06,0.0,0.0,0.0,0.0,0.39
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,26,0.02,0.0,0.63,0.0,0.13,0.0,0.0,0.0,0.0,0.78
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,27,0.01,0.0,0.77,0.0,0.15,0.01,0.0,0.0,0.0,0.9400000000000001
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,28,0.02,0.0,0.66,0.0,0.13,0.0,0.0,0.2,0.0,1.01
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,29,0.02,0.0,3.37,0.0,0.65,0.0,0.0,0.0,0.0,4.04
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,30,0.02,0.0,1.02,0.0,0.2,0.0,0.0,0.0,0.0,1.24
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,31,0.02,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.05
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,32,0.01,0.0,2.51,0.0,0.56,0.0,0.0,0.0,0.0,3.0799999999999996
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,33,0.01,0.0,3.28,0.0,0.64,0.0,0.0,0.0,0.0,3.9299999999999997
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,34,0.01,0.0,3.34,0.0,0.67,0.0,0.0,0.0,0.0,4.02
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,35,0.01,0.0,3.2,0.0,0.63,0.0,0.0,0.02,0.0,3.86
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,36,0.0,0.0,2.83,0.0,0.58,0.0,0.0,0.0,0.0,3.41
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,37,0.0,0.0,2.43,0.0,0.51,0.0,0.0,0.0,0.0,2.9400000000000004
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,38,0.0,0.0,0.96,0.0,0.2,0.0,0.0,0.0,0.0,1.16
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,39,0.01,0.0,2.23,0.0,0.46,0.0,0.0,0.0,0.0,2.6999999999999997
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,40,0.01,0.0,3.54,0.0,0.7,0.01,0.0,0.0,0.0,4.26
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,41,0.01,0.0,3.76,0.0,0.75,0.0,0.0,0.0,0.0,4.52
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,42,0.01,0.0,1.66,0.0,0.32,0.01,0.0,0.0,0.0,2.0
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,43,0.01,0.0,2.42,0.0,0.48,0.01,0.0,0.0,0.0,2.9199999999999995
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,44,0.01,0.0,4.45,0.0,0.91,0.0,0.0,0.0,0.0,5.37
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,45,0.01,0.0,4.36,0.0,0.88,0.0,0.0,0.0,0.0,5.25
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,46,0.01,0.0,5.48,0.0,1.09,0.0,0.0,0.0,0.0,6.58
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,47,0.0,0.0,4.49,0.0,0.91,0.01,0.0,0.0,0.0,5.41
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,48,0.02,0.0,3.93,0.0,0.76,0.0,0.0,0.01,0.0,4.72
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,49,0.01,0.0,3.45,0.0,0.65,0.0,0.0,0.01,0.0,4.12
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,50,0.01,0.0,2.4,0.0,0.5,0.0,0.0,0.01,0.0,2.9199999999999995
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,51,0.01,0.0,1.66,0.0,0.31,0.0,0.0,0.0,0.0,1.98
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,52,0.02,0.0,1.37,0.0,0.27,0.0,0.0,0.19,0.0,1.85
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,53,0.01,0.0,7.58,0.0,1.44,0.0,0.0,0.02,0.0,9.049999999999999
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,54,0.02,0.0,1.19,0.0,0.24,0.01,0.0,0.03,0.0,1.49
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,55,0.01,0.0,0.03,0.0,0.01,0.0,0.0,0.05,0.0,0.1
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,56,0.01,0.0,4.05,0.0,0.81,0.0,0.0,0.0,0.0,4.869999999999999
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,57,0.01,0.0,0.4,0.0,0.08,0.0,0.0,0.0,0.0,0.49000000000000005
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,58,0.02,0.0,0.79,0.0,0.15,0.01,0.0,0.0,0.0,0.9700000000000001
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,59,0.02,0.0,2.14,0.0,0.42,0.0,0.0,0.0,0.0,2.58
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,60,0.02,0.0,0.17,0.0,0.03,0.0,0.0,0.0,0.0,0.22
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,61,0.01,0.0,2.56,0.0,0.5,0.0,0.0,0.03,0.0,3.0999999999999996
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,62,0.02,0.0,2.09,0.0,0.42,0.0,0.0,0.0,0.0,2.53
Random 4KB Write,randomwriteq32t1,1,32,32,75.04158,300.2,63,0.02,0.0,3.7,0.0,0.72,0.0,0.0,0.0,0.0,4.44
Random 4KB Write,randomwriteq32t2,2,32,64,174.78383,699.1,0,7.79,0.0,71.75,0.0,0.52,0.26,0.0,0.0,0.0,80.32000000000001
Random 4KB Write,randomwriteq32t2,2,32,64,174.78383,699.1,1,7.94,0.0,71.52,0.0,0.5,0.13,0.0,0.0,0.0,80.08999999999999
Random 4KB Write,randomwriteq32t2,2,32,64,174.78383,699.1,2,0.01,0.0,10.77,0.0,1.26,1.1,0.0,0.0,0.0,13.139999999999999
Random 4KB Write,randomwriteq32t2,2,32,64,174.78383,699.1,3,0.01,0.0,11.94,0.0,1.37,0.13,0.0,0.0,0.0,13.450000000000001
Random 4KB Write,randomwriteq32t2,2,32,64,174.78383,699.1,4,0.01,0.0,13.4,0.0,1.66,0.06,0.0,0.0,0.0,15.13
Random 4KB Write,randomwriteq32t2,2,32,64,174.78383,699.1,5,0.01,0.0,13.24,0.0,1.62,0.03,0.0,0.0,0.0,14.9
Random 4KB Write,randomwriteq32t2,2,32,64,174.78383,699.1,6,0.01,0.0,13.92,0.0,1.72,0.01,0.0,0.0,0.0,15.66
Random 4KB Write,randomwriteq32t2,2,32,64,174.78383,699.1,7,0.01,0.0,13.78,0.0,1.71,0.01,0.0,0.0,0.0,15.51
Random 4KB Write,randomwriteq32t2,2,32,64,174.78383,699.1,8,0.01,0.0,12.03,0.0,1.52,0.01,0.0,0.0,0.0,13.569999999999999
Random 4KB Write,randomwriteq32t2,2,32,64,174.78383,699.1,9,0.01,0.0,13.62,0.0,1.69,0.01,0.0,0.0,0.0,15.329999999999998
Random 4KB Write,randomwriteq32t2,2,32,64,174.78383,699.1,10,0.01,0.0,12.84,0.0,1.58,0.01,0.0,0.0,0.0,14.44
Random 4KB Write,randomwriteq32t2,2,32,64,174.78383,699.1,11,0.01,0.0,12.31,0.0,1.54,0.01,0.0,0.0,0.0,13.87
Random 4KB Write,randomwriteq32t2,2,32,64,174.78383,699.1,12,0.01,0.0,12.59,0.0,1.56,0.0,0.0,0.0,0.0,14.16
Random 4KB Write,randomwriteq32t2,2,32,64,174.78383,699.1,13,0.01,0.0,12.64,0.0,1.57,0.0,0.0,0.0,0.0,14.22
Random 4KB Write,randomwriteq32t2,2,32,64,174.78383,699.1,14,0.01,0.0,13.44,0.0,1.66,0.0,0.0,0.0,0.0,15.11
